Nepali_Text,binary_label
हे इस फाउन्ड टो बे गिल्टी एन्ड क्यान नोट एस्केप।,0
"इट'स् ट्रु मायामा यता उता ता वैहल्क्स, अनि पाउल को इमेज खराब गर्नलाई यो सब ड्रामा रचेको हो म्यानक्सेहरूलाई अनि समीक्षा लाई वड्कायियेको एक्सए.
अनि पाउल चाई यति सिनियर एक्टर वयेर कस्तो बुद्दी नावाको नाबालिका रा बालिक बीच.",0
"आफ्नै दाजु भाई सम्झेर संगै बहिनिको हातबाट भाईटिका लगाई बनाएको सम्बन्धलाई दुर्गेश ले धोका दिएको छ । आफ्नै परिवारको सदस्य जस्तो व्यक्ती ले घात गर्दा बिचरा सोझो, इमान्दार पल लाई कति नराम्रो लागिरहेको छ होला । #रियलहेरोपाल्शः",0
ओक एक्स ता अनि दुर्गेश को पोस्ट चाई तैले समाल्नुउ पार्क्स हाइइ🤣😂,0
१ करोड को 😂😂 सुती सुती पुग्ने रहेच 😂😂,0
सुरेश दाहाल  🤣🤣🤣,0
बिरेन्द्र गिरी फेक हो सब🙄,0
गल्ती सानु तिनु होइन ब्रो तिम्रो डेडे बोइन जस्तोइ कसीको प्रेस्टिज को कुरा हो  जुन युटा टिनेज हुन,0
बिराट  केट्रीबिराट चेत्री ११० % दाइइ,0
रíजेäļ पीआरãकेäश् आले आले ता चायेओ होला ने🤣पाउल लाई ने,0
रíजेäļ पीआरãकेäश् यो हो रियल कुरा रिजाल जी।,0
दिनेश ज्ञवाली ओकेय्यी,0
"रुसेव थापा के बोल्या बैनि के बोल्या दिमाग छकि नाइ ? हुन त केटि मान्छेको दिमाग पछाडि घुचुकमा हुन्छ रे त्यो नि कपालले ढाक्छ भन्छ हो रहेछ,बैनिको दिमाग नि कपालले ढाकेको रैछ । 😋🤗🤗",0
"नन्दु फाल मगर 
बोल्या होइन नि वान्जी लेख्या हु 
आखा सानो वायर होला वान्जी ले ना धेक्या को 😊😌",0
रुसेव थापा के बोल्या बैनि के बोल्या 🤗🤗🤗😋,0
रुसेव थापा 😆😆,0
रुसेव थापा लेबल मिलेन हाएँर्व,0
रोशन साउद फर्स्ट ओएफ एल इ म सिस ...एन्ड सेकेन्ड हम्म इ म वेटिङ फोर थात डे ह्वेन गर्ल विल बे इन जैन अन्डर सिड्युसिङ बोय एटी थे आगे ओएफ १६,0
सगुन शर्मा इट'स् एल अबाउट लाव ब्रो !!,0
रोशन साउद आईएफ त्यै ठाउ मा केटा अन्डरेज वको वाए?,0
अनरेजिमेन्टेड रोशन सही कुरा बोल्नु वको सदै केटा हरु को मात्रै ता गल्ती हुँदै नि केटी हरु को पानी गल्ती हुन्क्सा,0
अनरेजिमेन्टेड रोशन ए बाबु केटी सानो हो १८ बर्ष मुनि भएको कारणले केस लाग्छ,0
दुर्गेश थापा सिंगर पो,0
अनरेजिमेन्टेड रोशन तपाईको भनाइलाई १००पटक स्यालुट एक्सए है सिर,0
तपाई को भनाइ मन पर्यो,0
अनरेजिमेन्टेड रोशन   एग्री विथ योउ एन्ड गुड पोइन्ट वन्जा।,0
"हो! नेपालको कानून अनुसार समीक्षा अधिकारी नाबालक भएको कारण पल शाहको गल्ती छ । 
तर मलाई भोल्टायरको एउटा भनाइको खुब याद आइरहेको छ । 
""हे भगवान मलाई मित्रहरु बाट बचाउ, मेरो दुश्मन्हरुको मुकाविला गर्न म आफै सक्षम छु"" । पाउल शाह पनि मित्रहरुबाट बच्न सकेनन ।",0
"भोज सिर, लेट'स् सपोर्ट और रियल हेरो #पाउल",0
"जुन कुरा लेगाली जानु पर्नी होः .अनि दोषी प्रत्र लाई सजाय हुनु पर्नी हो ..पब्लिक मा येसरी सुनाएर ...अडियन्स लाई मनोरञ्जन दियिराको क्सान😅 ....कोलले वन्दियोस् ..अडियन्स हुन जज होइन वनेर🤣
आशा जाह चडाई नै यो कुराको निस्कर्ष निक्लानिक्सा .निदोर्षी लाई न्याये मिलोस्",0
दुर्गेश थापा वन्ने पानी पपुलर होरा☺️☺️त्यो वुसुदी मान्क्से नै हैन,0
नराम्रो हुन्जेल पाउल एस्तो उस्तो आहिले फेरी तेइ मान्छेले पाउल इस लव रे रियल हेरो रे😂😂😂😂,0
अहिलेको यो  दुखद अस्व्थामा  मत  केही भन्न मन लागेछैन !   अब  हुनत  राम्रो  काम गर्नेहरुलाई  खराब नजर  लाउनेहरु धेरै हुन्छ ! येहि भन्छु  कि  पिडितले न्याय पावस  र सहि सत्ये  कुरा के हो छानबिन गरि दोसिलाई कार्बाही होस  जय नेपाल,0
आम इ थे ओन्ली ओने व्हो नोव'स् नथिङ अबाउट पाउल शाह'स् कन्ट्रोभर्सी?🤔🤔,0
तिन करोड नेपालिको मन र मस्तिष्क मा बस्न  सफल नायक पल शाहा  हजुर निर्दोष हुनुहुन्छ हामि सबैलाई थाहा छ हाम्रो नेपाल मा राम्रो गरेर बस्न नदिने वातावरण छ जो हिजो हजुरको साथ र सहयोग पाय र आज माथि पुगेर अलि धेरै चुरि फुरि देखाई रहेका छन तिनिहरुको पनि एक दिन पालो आउने छ ......र पल शाह हजुर हिजो पनि हाम्रो हो र आज पनि हाम्रो हो ❣️🙏🌍️ जो आज हजुर माथि गद्धार व्यवाहर गरि रहेकान त्यो साथि हरुको कहिले पनि राम्रो हुने छैन 🙏 हजुर आफ्नो कलाकारिता क्षेत्र अझै अगाडि बडाउनु होस हाम्रो साथ जुनि जुनि लाई ❣️,0
यहा झूठलाई भन्दा पनि साचो कुरालाई प्रमाणित गर्न निकै गाह्रो पर्दो रहेछ दाई....... तपाईले जतिसुकै साचो बोले पनि मानिसहरू आखा चिम्लेर झुठको पछि लाग्दा रहेछन...... र तपाईको गल्ती देख्ने मानिसहरूले तपाईले गर्नुभएको हजारौ राम्रा राम्रा कामहरू नदेख्ने रहेछन ।,0
साथी ले नै घात गर्दिएछ  बेस्ट फ्रेन्ड भन्थे,0
"दुर्गेश दै तिमीलाई पटक पटक जेल गएर नि पुगेन र😅 
यस्तो षडेन्त्र😅 गर्ने आफ्नै मान्छेको खुट्टा तान्न🤷🏼‍♀️",0
नेपाली फिल्म मा बरु एटीको इन्ट्रेस्टिङ  रा थ्रिलर स्क्रिप्ट हुन्न होला जति एक्टर्स एन्ड सिंगर्स को रियल लाइफमा हुन्च बरु एटीको राम्रो स्क्रिप्ट लिएर नया प्रोजेक्ट  बनाएपनि अलिक राम्रो हुन्थ्योहोला😂,0
"प्रहरी भन्छ फरार अभियुक्त   
अभियुक्त भनियको ब्यक्ती घरमा बसेर ड्याम का ड्याम अडियो क्लिप अप्लोड गर्छ
गज्जब छ ।।।",0
समिक्षा भनौदी  लाई पनि  १२ बर्ष जेल हाल्न पर्छ त्यस्ले पनि इमोसनल बल्यकमेल  गरेकी छ सधै केटा को मात्र गल्ती हुन्न  केटि हरुले पनि धेरै फसाएको छ्न 🙄,0
इन्डियन एक्टर सुसान्त सिङ डिप्रेस गरायेर्व आखेरे .मार्न बाद्य बनाइयो तैस्तै आज आउट राम्रो अभिनिता लाए आउट गल्ती को कारण मरण बादे न्होस बे पोजिटिभ,0
"पाउल सिर तपाई टेन्सन ना लिनु हामी तपाई को साथ मा जाउ ,हामी लाई थाह एक्स तपाईले यस्तो कहिले पानी गर्न सक्नु हुन्न,तपाई नेपाली इन्डस्ट्री मा एकदमै ठूलो एक्टर को नाम मा आउनु हुन्क्सा अरु अरु एक्टर देख्न ना सकेर तपाई लाई फसाउन प्रयास गरिर क्सान मलाई तपाई माथि पुरा बिस्वास एक्स तपाई यस्तो गर्नु हुन्न वनेर   
हामी हजुर सँग जाउ डोन'टी वोरी पाउल सिर",0
ह्यापी तिहार ह्यापी तिहार चिसो बीर 🍻....गीत गाउन छोडेर फसाउने काम नि गर्दिने 😂😂दुर्गेश सिर,0
आबा  केस मात्र हैन दुर्गेश थापा लाई जेल मै राखिराख्न पर्यो🙏🙏 #जस्टिसफरपौलशाह,0
हे डिडिन'टी रिभिल माई नामे,0
हिम्मत नहार्नु हामी सब हजुरको साथ मा जाउ..  उ आरे आ रियल स्ट्रगलर ... एकदुईजना एस्ता अक्सान जान्क्सान खुट्टा तान्नेहरू 🙂,0
मैले समिक्षालाई सधै बहिनी सम्झिन्थे र दुर्गेशलाई सधै दाई तर अब के सम्झु तिमीहरूलाई यत्रो प्लान बनाएका रहेछौँ तिमीहरूले ।,0
दुर्गेश पपुलर सिंगर 🤔🤔🤔😂😂😂,0
दुर्गेश थापा सिंगर होइन कमेडियन हो अनि नाम दुर्गेश होइन दुर्गति थापा हो 😹😹क्स्तो राउटिन प्नि घुस खैदिरको 😂😎,0
दुर्गेश थापालाई  पपुलर सिंगर भनेर पोस्ट गरेको आरोपमा नेपालको सबैभन्दा ठुलो फेसबूक पेज  राउटिन ओएफ नेपाल बन्दा लाई तनहुँ जिल्ला अदालतमै म अर्को केस नि दर्ता होस् भन्न चाहान्छु ।😀,0
यो फेसबुके नया सम्चार देख्दा देख्दै वाक्क लाग्यो अब नयाँ केहि देख्न नपरोस  रङ्ग रमाइलो उनिहरु को टाउको दुखाइ दुनियाँ को उफ नेपाली कलाकार 😈😈,0
आबा बाटा कसैको पानी रियालिटी के हो व्नारव तह नहुदा सम्म कृप्या गरारव ट्रोल बनाउन रे उनको रेपुटेसन खराब ना गार्डिन्क्सु होला सत्य तथ्य तह पयरव मात्रै ट्रोल गर्नु होला क्रिया गरारव येस्तो गर्दा कति मान्क्से ले आफ्नो ज्यान गुमाउन्क बाध्य हन्क्सान कसैको लाइफ सँग खेलवाड नगरम ला🤧🤧🥴🥴😏😏😔😔🙏,0
साथी वन्ने सब्द मा कसरी बिस्वाश  गरुम खाइ😐आबा ता😐स्टे स्ट्रोङ गोड अल्वेज ब्लेस उ🥀🌻,0
"जिन्दगीभर सँगै हौँला, बसौँला, 
मैले गर्न पर्ने केयर गरौँला, 
प्रेग्नेन्ट भएको भए स्वीकार गर्ने नगर्ने कुरो हुन्थ्यो, 
बिहे हुन सक्दैन

- पल्सर २०२२",0
"पाउल शाह टो दुर्गेश थापा
""हुम तोह डुबे सनम तुम्हे भी ले दुबेंगेइन्😂""",0
आदित्य क्षत्रियाआदित्य क्षत्रिय एक्सक्युज मे😏😏😏😏,0
मानवी सुबेदी इसकी बीवी मास्ट लग्ती है मुझे 😂,0
अस्मिता लामिछाने 'कि दुर्गेश रेलमा कि दुर्गेश जेलमा' वन्ने गीत तेसै गाको हैन रेक्सा दुर्गेश ले,0
बन्दु धिताल उम्म उसले डेको प्रुफ मा क्लियर सुनेको एक्सए,0
अस्मिता लामिछाने सपोर्टर ओएफ पाउल शाह रे यिनी ता,0
बिमल पोख्रेल पाउल शाह को पेज मा गयेर अडियो क्लिप सुनेर आइजा,0
वान्क्सान ता धेरै वायो वने पोखिन्क्सा हो रेक्सा आत्ति नै थ्यो क्सुत्नै नसक्ने गरी जहा गये नि सँगै,0
भण्डारी रेन डोस्ट डोस्ट नरहा😂😂😂,0
राहुल बीर बिक्रम शाही पाउल को रा दुर्गेश को खुब दोस्ती थ्यो ता जहा गये नि सँगै हिजो आजा क्सुटेक्सा क्या 🤔🤔,0
भोज राज थापा थापा को एजत मट्टो मा मिलक्क होता दुर्गेश थापा ले,0
भोज राज थापा राइट 🤟,0
भोज राज थापा  अब तेस्तो गीत सुनिन्न आज देखि,0
दुर्गेश भनेको क्त ३आरडी पार्टी रहेक्स आबा तेसको दिन गयो,0
"भोज राज थापा
इंग्लिस मै दिनु पर्ने दाजुले पनि😍",0
भोज राज थापा लाई थाहै भएनछ यत्रो  प्लान्ट   नत्र पहिलै बाहिरअाउने रैछ नि भिडियो,0
भोज राज थापा ठिक,0
भोज राज थापा सर अब षडयन्त्र बुन्ने गायक गायिका 🤣🤣🤣🤣,0
सुमोना न्यौपाने 🤫🤫🤫🤫😋😋,0
वुसल जीआर के हो येस्तो मा ता बुज्न नै सकिना ता सोल्टी नया नया वर्ड देख्सु ता के वको हो,0
कबिता शाही ठकुरी येताने पुगाउ 😂,0
सुबिना थापा क्षेत्री हो हो मा नि एक्सयू साथ मा सोल्टिना है,0
कस्तो मान दुखो मलाइत यार ... केके देख्नु परेको होला,0
शिस्पा शाक्य अर्जी👍,0
सशील श्रेष्ठ  रोजन खतिवडा ला सुना अडियो,0
लाल बीडीआर बुढा लाउ दै हेर्नु येता.. युट्युब बाटा,0
संयोग एलसी 😂😂,0
सशील श्रेष्ठ हजुर नि रे ता 🤣,0
राउटिनी ले जे नि बोल्क्सा 😂😂,0
अनिता पौडेल इन क्रिन्ज वे क्या काँक्सी🤣🤣,0
नरेन्द्र रावल पाउल को फेसबुक मा गयेर हेर्नु ता सबै राखेको एक्सए,0
तेज लामा खाइ सिर लिंक बाटा खुलेन पाम ना,0
शारदा गोराथोकी टीएमले वनेको कुरा नि ठिक हो बुट पाउल को मुभी नि चकिरहेको एक्सए...सो पाउल एक जाने ले गर्दा अरु लाई नि लोस नहोस् वनेर येस्तो गरेको होला,0
शारदा गोराथोकिला दंगाली को भोइस आयो है!😄,0
शारदा गोराथोकी सही हो सही हो😂🤣,0
पाण्डे जि कति कोपी पास्ते गर्क्सौ आइएल साप मा यही एक्सए टीडब्लू टीएमआरओ😅😅😆,0
आकाश बुढाथोकी मलाई किना किना ता नि जोडियेको एक्सएस जस्तो लग्क्सा😜😂😂,0
"पाण्डे  क्रिपया मलाई नजोडनु होला। २,९९,९९,९९९ भन्नुहोला🤣🤣",0
सुमन पराजुली मा पानी,0
पाण्डे जि  ३ करोडमा तिमी र तिम्रै परिवारका सदस्य मात्र पर्लान।,0
"पाण्डे जि  नेपालमा कुल जनसंख्या २,९१,९२,४८० जना मात्रै छन् झुट नबोल्नु ३ करोड भनेर 😂 पीडितले न्याय अनि दोषीलाई कारबाही चाहि होस्…",0
मैले टीडब्लू वर्कर वर्खर चिनेको .बलात्कार पक्षी😆😆,0
सुमन पराजुलीसुमन पराजुली ७-८ बर्ष चै,0
रिबुक छेत्री फाँसी नै होस बरु,0
सुमन पराजुली माह पानी पर्दिन,0
पाण्डे जि आ निर्दोस पो हुनुहुन्क्स. ३ करोड नेपाली को मन मा। मो चही पर्दिन,0
सिजन बस्नेत दादा कोपीगेयर है,0
सृजु केसी उ र एक्ज्याक्टली राइट डियर👍👍,0
सृजु केसी नाबालिक रे १५ वायर मै बीएफ बनायेर लगाइसक्षण🤣,0
सृजु केसी एक्ज्याक्टली ❤️,0
"समीक्षा बुइनी ता खत्रा रेक्सिन😆😆😂
अडियो सुनेर आको🙄🙄😅",0
होइन मैले नबुझेको कुरा दुबै तर्फको भोइस रेकर्ड गर्ने बिचको विलाइन 🦹‍♀️ चाहि को होला🤔🤔,0
नेपाली लाई वड्काउने बाटो भिक्टिम कार्ड खेलेर पुलिस केस वनिसकेसी पुलिस ले पत्ता लैहाल्क्सा ता किना जान्नी हुनु परेको आफैले भोइस बनाको वन्ने अनि आफैले ऐले अडियो हाल्ने?? के थाआ यो पानी बनाकै हाउ कि 🙄,0
अनि दुर्गेश बाबु के हो पारा ...बाहिर बाहिर चाई मित्रता देखाउन खोज्नी ...अनि वित्र वित्र चाई आफ्नै मित्र लाई फसाउन खोज्नी ..🙄🙄🙄 आबा रेल वन्ने सोङ आको रैचा तेइ रेल मा चडेर जेल जाउ ..,0
मैले केई बुज्न चाहिन्😂🤣🤣🤣,0
"इ आम विथ पाउल शाह. 
#जस्टिसफरपौल",0
पाउल शाह गोट इन्सुरेन्स,0
धुपौरेहरूले मुख बन्दा गरे हुन्क्सा आबा  आफ्नो इज्जत जैना वन्दैमा अरुको इज्जत साङ खेल्न नखोज,0
"मेरो प्रष्ट बुझाई चाहिँ के हो भने उक्त पिडित नाबालिकाले आफ्नो जाहेरी फिर्ता लिइन भने भविष्यमा थुप्रै पिडिताहरुले अनुसन्धान, न्याय र अदालत सम्म जाने हिम्मत जुटाउन सक्ने छैनन। मै गलत रहेछु भनेर थुप्रैले आत्महत्या समेत रोजेका छन, कतिले आत्महत्या गर्ने प्रयास गरेका छन र कतिले हार खाएर आत्महत्या गर्ने प्रयास गर्दैछन। एउटा राम्रो समाजले आफ्नो आधा सदस्यलाई सुरक्षित महसुस गराउन सक्दैन र राज्यले सुरक्षा दिन सक्दैन भने महिला सधैभरी पिडित  भइनै रहनेछन। यो एउटा नजिर हो यदि आज राज्यले सुरक्षा दिएन र पिडित भनिएकोको हिम्मत टुटेर दावी फिर्ता लिइयो भने भविष्यमा थुप्रैको आशा र भरोसा टुट्न सक्ने सम्भावना छ।

अनुसन्धान, सुनुवाई र फैसलाले न्याय गरोस।",0
वाट आ गुड न्यूज 🤣,0
सुताउनेलाई मात्रै हैन सुत्नेलाई पनि उत्तिकै कारबाही गर्नुपर्छ। ईज्जत र सम्मान नारीको मात्रै हुदैन पुरुषको पनि उत्तिकै हुन्छ।,0
बिचारा दुर्गेश थापा जहा पानी 😟😟 माया लागेर आयो,0
"आफ्नो आफ्नो पोइन्ट ओएफ व्यू राख्नु भन्दा😂केहे दिन सोप जना सोसियल मिडिया भन्दा गरेर्व बसुम …
     पक्षी आउदा जादु हुनेक्सा यो न्यूज हरु केहे डेक्नु हुने जैना😍",0
आईएफ इट इस आ क्राइम टो सिड्यूस स्ट्रेट गर्ल्स थान सागर केसी  टिमी ता बिहार को जेल मा पुग्छौ,0
"फर्स्ट ओएफ एल , एउटा  अन्डरेज केटी सागा फिजिकल रिलेसन राख्नु नै ठूलो गल्ती हो, त्यो पानी माया गार्क्सु बिहे गार्क्सु वान्नी आस मा . टेस पक्षी ता यो सबै कुरा हरु आयो नि . आईएफ योउ क्यान म्यानिपुलेट थात इमेचर गर्ल बी शोविङ  युर फेक लव ओर ह्वाट एल्से , थेँ अन्योने क्यान म्यानिपुलेट हेर विथ मानी अथर थिङ्स . तेइ वयेर ता अन्डर आगे , इमेचर वनेको हो नि
💯💯",0
पाउल तिमी रा दुर्गेश ता बेस्टफ्र्न फरेभर थ्यौ ता हैन रा ..के हो येस्तो🤣🤣🤣बेस्टफ्रेन फरेभर को बिस्वाश नगर्नु वन्थ्ये हो रेक्सा😀,0
"दुश्मन खोज्न टाढा जानु पर्दैन भन्थे , साथी माथी यति ठुलो घात प्रभु , दोषी जो भए नि कडा कारवाही होस",0
मलाई त पहिला देखि नै दुर्गेश र पल समलिङ्गी जोडि जस्तै लाग्थ्यो। यी दुई बिच सम्बन्ध भएको र पछि पल शाहले दुर्गेश सङ्ग आफ्नो सम्बन्ध छुट्टाएकोले दुर्गेशले पल सङ्ग बदला लिएको हुनु पर्छ। अब दुर्गेशले आफ्नो अनि पलको सम्बन्धको बारे केही बोलियो भने आफ्नो पनि पोल खोलिने भएकोले समिक्षाको सहारा लिएको हुनु पर्छ।,0
सत्यकको सधैई जित हुन्च डियर समिख्यालाई चाई आबा रत्नपार्क मा लागेर राख्ने हो ५० लाख को सपना देख्ने लाई था हुनु पर्चा इजात के हो वनेर,0
होप पाउल शाह इस नोट गिल्टी😔,0
😂२२ गेटी देखि एक्जाम एक्सए एने हरु को टेन्सन लिनु कि आफ्नो वको एक्सए,0
हिजो तेइ पाउल लाई गाली गर्ने हरु आजा बे स्ट्रोङ हेरो रे 😒,0
प्याक्सिलो समाएको पाउल शाह को बाटा आको अडियो रेकर्ड पक्षी पो थावो यो समीक्षा वान्नी केटी सिंगर होइन राक्से खेलाडी रेक्सी ...टुइट,0
"यो दुर्गेश थपा कति जेल जानी केस पार्क्स हाउ😂😂
यो चोटी चाई नलेरा जाउन हाउ ज्या 🤧😂",0
"राउटिनी त्यो सब कोपी गरेर यहा राखना,हिजो ता खुब हालेथेउ ता अहिले ने सब यहा राखा,ताकी सबले थाहापाउनु पर्यो 😔❤️",0
"जे गर्छ पैसाले गर्छ भन्थे हो रहेछ साथी भाइ भनेर बिस्वास गर्न नहुने रहेछ ज्याआ हौ येस्तो नि साथी हुन्छन है संसारमा 
दुश्मन खोज्न टाढा जानै नपर्ने रहेछ🥺",0
"पल शाहले गायिका समिक्षा अधिकारीलाई  प्रयोग गरेर नियोजित ढङ्गले षड्यन्त्र गर्ने व्यक्ती हरुको नाम सहित प्रमाण बाहिर ल्याएका छन्। पल शाहले आफ्नो साथी दुर्गेश थापा,ठुल्दाई सरोज ओलि,भाई कृष्ण जोशी र सम्राट चौलागाईले नियोजित ढंगमा समिक्षाको प्रयोग गरेर आफुलाइ फसाएको स्पस्टिकरण प्रमाण सहित फेसबुकमा अपलोड गरेका छन्।यति चाहिँ प्रष्ट भइयो पललाई नजिक कै आफ्ना भनिनेले प्रहार गरेका रैछन्।",0
येस्तै हो..मेहनत गरेर नामे कमायो अनि डुबाउन खोज्ने मान्छे को कमी हुन्न.... उसको दुःख खेर नजाओस्... वे र विड उ....,0
खाद पुलिस खाद दुर्गेशेलाइ नि खाद । ताइ न तुइ को ढ्वाङ ठटारेर सुर न ताल बिगारेर गित गाउने लाई नि खाद 😂🤣,0
नेपाली फ्लिम हरु  वन्ध राम्रो स्टोरी ता रियल लाइफ मा देख्न पाइयेको चा जे होस🤭,0
"ख्यास्स पुतली भन्थ्यो ख्यास्स नै रैछ नि मान्छे (नेपाली कटप्पा) ,  अब बेस्ट फ्रेन्ड नबनाउने निर्णय गरियो 😜",0
"“म मिन्स पनि भको छैन भनेर भन्दिम”..?—पिडितको को जस्तै सुनिने आवाज ! 
“मेरो पेट दुख्न थाल्यो, मिन्स पनि भएन भनेर लेख्देउ”..!—जिम्माल र मुखियाहरूको आवाज !

—सत्रु संग त म आफै जोगिन्छु भगवान-मलाई मेरा मित्र देखी बचाउ”—लोक उखान !

वाकवाकी पनि लाईराछ लेख लेख…अर्को मुखिया !
(सुन्दै थप्दै)
#कपिड",0
जानुका थापा  तिमी मा पानी नेता हुने कुरा देख्दै एक्सयू,0
सागर केसी,0
समीर पाण्डे मा पाउल शाह को लाइफ मा एसो वन्ने तिमी जसो दुर्गेश थापा कति आउछन् आउछन् ...मा निर्दोष चु🥺🤣,0
राजेश भण्डारी आबा लास्ट मा आयेर यो सब आउट गीत को प्रमोशन लाई थ्यो वन्दिना बेर लाउन्नँ🤦‍♀️,0
आरबी खडायत  एब्सोल्युटली राइट सिर,0
बीना थापा मगर तिम लाई पनि ख्यास पुतली बनाऊलानी क्याको 😃,0
बीना थापा मगर जानिस 😂,0
सन्दीपä तिमल्सिना तिमी व्लग बनादेऊः यो इस्यु माह...१ व्यू १ लाइक अलरेडी,0
निसु लावती लिम्बु फ्रेन रेक चाई पेन्डिङ मै हो माह,0
आरøž द. राइ माया को कुरै आको क्सोइना यहा😂🤣,0
निसु लावती लिम्बु मलाई पानी गर्दैनौ रह माया 😁😁😁,0
मन ईशा एक्जाम को टेन्सन लिई ना 🙄🙄,0
बीėजेãý दãñजीì च्छêटीŕì 🤣🤣🤣,0
पुज जा पाण्डेय 🤣गीत टीडब्लू रियल लाइफ मै आयो दुर्गेश को🤣रेल कि जेल 🤣आबा,0
पारस मगर 😂😂,0
अनिश केåर्की होनी माटे😂,0
नि मी सा अह त्यो ह्वाट्सएप मा परेको लोटरी ले फ्लिम बनाउनी सोच्दै चु साथी😂,0
पेरिसा कर्की आबा प्लट पाइहालेऊ आबा येसमा फिल्म पानी बनाइदेऊ साथी😂😂,0
पेरिसा कर्की 😳होरा यार,0
अविशेक घले मगर फेसबुक वाल वारी शाह कै खबर एक्सए के गर्नु🤣😁,0
आश ओओ मगर प्वाल स्वाहा इफेक्ट यता नि पर्या एक्सए आरडब्लु?😀😀🙏,0
रुपक न्यौपाने गल्ती गरेको चा वेनी पुनिश हुनै पार्क्स... तारा अर्का नामे मात्र बिगार्न को लागी हो वेनी ता त्यसलाई पानी बाकी राख्नु ता वायेन नि,0
शिल्पा पन्त 🤣🤣उसको गल्ती लाए गर्दा नै ता होनी उसले गल्ती गरेको थियेन वेनी तेती सम्म गार्नी उनीहरू को नि आत हुदैन थियो होला नि ता,0
मोक्तान रमिला हेविङ फिजिकल रिलेशनशिप्स विथ माइनर इस इल्लेगल डेस्पाइट ओएफ इट'स् फ्याक्टस इट'स् स्टिल आ क्राइम बी लाव।,0
"रेस्ट इन पिस समीक्षा नानी 
 टिमले अस्तो के गरेउ लाउन  निर्दोष लाई जालझेल गर्नी अम्बो १७ बर्ष मा अत्रो सब गर्नी बेला  गर्नी अहिले  एकलाई मुन्चे लाई  सिधै जेल हाल्नी अत्रो आत   हे बराई🧐🥺",0
दुर्गेश थापा ता बेस्ट फ्रेन्ड हैन रा?,0
सर्पलाई पाले पछि यस्तै हो बेला देखेर टोकि हाल्छ 🐍,0
हामी सधैई हजुर को साथ आरडब्लु सपोर्ट एमएच क्सान बे स्ट्रोङ और रियल हेरो किङ 👑 शाह ✊🤝❤️#टीमपालशाह इस अल्वेज विथ योउ ❤️🤝😍,0
दुश्मन खोज्न टाढा जना पर्दैन वन्थे साछी कै हो रेक्सा😩,0
"थाकी सके  मा यो पाउल शाह रा  समीक्षा को न्यूज सुन्दा सुन्दा....
यहा देश को चा चिन्ता राउटिनी तिमी पाउल रा समीक्षा मात्रैइ वान्क्साउ 😣🤣",0
"तलाई  दुर्गेश जस्तो साथी परोस् 😤वने सोङ कहिले अक्सा🤦‍♂️.
रुतु एकता कपूर लाई नेपाल बोलायेदेऊ के एउटा सिरियल बैंक्सा यो बारे..
समीक्षा बैनी इस टोटली व्रोङ आजा को अडियो सुन्दा बुट स्टिल बोथ आरे व्रोङ मेरो बिचार मा😤😤",0
दुर्गेश थापा इस क्यान्सर फोर नेपाली इन्टरटेनमेन्ट  इन्डस्ट्री..😡,0
सिंगर दुर्गेश थापा हैन रुतु साथी को नाम मा कलानका दुर्गेश थापा वाना😒,0
"कि  दुर्गेश जेलमा कि दुर्गेश रेलमा , लै बरि लै 😁😁
नेपाल मा रेल छैन अबो यो लाई जेलमै कोच्ने  हो ,होइन त? 😁",0
हैन हाउ यी दुर्गेश अन्कल ले बाग्लुङे हरु को नाम नी फाल्ने वये ता🤐😪,0
"मान्छे डुबाउने पानी आकास बाट हैन जमिन बाटै आउँछ ।
कुरा सुन्दा अजिब लायो ।
बहिरिले त कुरा मात्र काट्छ्न छुरा त आफ्नै नजिकको ले हो गोब्ने😁
कुरा आरोप प्रत्यरोपको भयेनी आफ्नै साथी ,आफ्नत पुछिदा येउटै कुरा भन्न मन लायो बिस्वास कस्को गर्नु💔
सजग रहौ  हरेक समन्धदेखि🙏",0
मलाई शंका लागेकाे त थियाे किन कि  फिल्म नै रिलिज हुने दिन उजुरी दिने अनि यतिका दिन सम्म कता गएकी थिइन समीक्षा अधिकारी !!!,0
"मैले पहिला नै दुर्गेश काे संगत नगर भन्या हो मनेनौ त 
बुढा पाखा ले भनेको सुन्ने गर के सधैं अल्लारे बनेर मात्रै भएन नी नाति केटो",0
कलियुग वानिन्क्सा येसलाई येदी पाउल शाह निर्दोष एक्स वने उसले जस्टिस पौक्सा,0
"आफू मात्र कति जेल माह बस्नु वनेर साथी लाई नि लाग्न हेल्प गर्नु वको हो🙈
बेस्ट फ्रेन वय पक्षी तेती गर्नु परी हाल्यो नि",0
पाउल शाह लाई फसाउन हो त्यो समीक्षा ले पाउल शाह लाई फसाउन खोजेकी एक्सए तेसलाई कारबाही गर्न पार्क्स मा येस्तो गीत गाउक्सु २ मुभी चल्न नदिन लाई,0
वोली देखि आफ्नो एक्जाम एक्सए पाउल को टेन्सन लिनु कि एक्जाम को वको एक्सए 😬😬😂,0
साथी होस ता दुर्गेश जस्तो होस 😂😂 सिधैइ पानी नि नाम्ग्ने गरी वार हान्दिने 😂,0
